ID,created_at,reporter_agent,severity,priority,repo,path,url_or_page,breakpoint,category,title,description,steps_to_reproduce,expected,actual,evidence_path,assigned_agent,status,last_updated,pr_url,progress_html_path,notes
WE-20260527-058,2026-05-27T15:23:00Z,qa-visual,P3,low,Wedding-Ease-Viva-Chat,Wedding-Ease-Viva-Chat/src/components/WeddingEaseFloater.tsx,"/payment/success`, `/payment/failure`, `/help`, `/terms`, `/privacy","tablet`, `desktop",visual,WeddingEaseFloater icon overlaps the bottom-right of cards on /payment/* and /help (desktop + tablet),"The floating circle ""E"" branded icon (bottom-right) overlaps the bottom-right corner of the centered card on payment pages (and the FAQ accordion on Help/Privacy/Terms). The floater is on top of content (z-index ≥ banner) and slightly obscures rounded card edges. Visually present but minor — the floater is small enough that it never fully covers text, just sits at the corner.","1. Open `http://localhost:8081/payment/failure` at 1280x800. 2. Observe the cursive ""E"" floater near the bottom-right corner overlapping the payment card border. 3. Repeat at 768x1024 with `/help` — floater obscures FAQ chevron at the bottom.","Either nudge the floater up/right when a center-card is present, or hide the floater on these routes (it adds little value on success/failure flows where the user already has a clear next action).",Floater consistently overlaps card edges on these routes.,qa-harness/evidence/WE-20260527-058/,fix-frontend,triaged,2026-05-27T15:55:43.829427,,,
WE-20260527-059,2026-05-27T15:23:00Z,qa-visual,P2,medium,Wedding-Ease-Viva-Chat,"Wedding-Ease-Viva-Chat/src/components/WeddingEaseFloater.tsx`, `src/pages/Help.tsx",/help,tablet` (768x1024),responsive,"Tablet (/help) — floater ""E"" sits directly on top of ""How do I..."" FAQ accordion chevron","At 768x1024 the floater button covers the right-side chevron-down icon of the bottom FAQ row (""How do I [last item]""). User cannot tap the chevron there to expand because the floater is layered above. Larger problem than WE-058 because here the floater actually intercepts pointer events on a usable element.","1. Open `http://localhost:8081/help` at 768x1024. 2. Scroll the FAQ list until the bottommost row sits in the lower-right quadrant. 3. Try to tap that row’s chevron — clicks land on the floater (which opens its CTA), not on the accordion.",Floater either repositions or is occluded on `/help`. Or accordion row chevron is large enough / positioned far enough left to dodge the floater.,Floater wins z-order; FAQ row chevron is unreachable on tablet.,qa-harness/evidence/WE-20260527-059/,fix-frontend,triaged,2026-05-27T15:55:43.829700,,,
WE-20260527-060,2026-05-27T15:23:00Z,qa-visual,P2,medium,Wedding-Ease-Viva-Chat,Wedding-Ease-Viva-Chat/src/pages/Login.tsx,/login,mobile` (375x812),responsive,"Login ""What you get"" benefits card pushed below the fold on mobile (consent banner cuts last 2 bullets)","On mobile, the ""WHAT YOU GET"" card stacks below the email-signin form (which is correct), but the consent banner covers the lower half of the card. Only ""Save and revisit your planning conversations"" and ""Get personalized style and vibe"" are partly visible. The remaining bullets (""Generate mood boards"", ""Track budgets, timelines, checklists"" plus the ""Free accounts include 10 messages"" subtext) a…","1. Open `http://localhost:8081/login` at 375x812. 2. Observe upper portion of the ""What you get"" card and the banner overlay. 3. Confirm by scrolling — content is there but obstructed.",(a) Inline (non-fixed) banner OR (b) page-bottom padding equal to banner height OR (c) collapse the consent into a small bar that only expands when tapped.,Banner sits on top of the benefits card; majority of it inaccessible without dismissing the banner first.,qa-harness/evidence/WE-20260527-060/,fix-frontend,triaged,2026-05-27T17:01:16.761454,,,
WE-20260527-061,2026-05-27T15:23:00Z,qa-visual,P3,low,Wedding-Ease-Viva-Chat,Wedding-Ease-Viva-Chat/src/index.css` (or tailwind `ring-*` defaults),/` (and likely all routes),desktop` (keyboard nav primary on desktop),visual,Keyboard focus ring is the browser-default 1px blue outline (off-brand on warm/cream theme),"Tabbing through the page on desktop reveals the system default focus indicator: `outline: rgb(0, 95, 204) auto 1px; box-shadow: none`. This is the Chromium-default sky-blue 1px focus, which clashes with the warm cream / brown palette of the rest of the app.","1. Open `http://localhost:8081/` desktop. 2. Press `Tab` 2-3 times — focus moves to ""Send Feedback"" / sidebar items. 3. Notice the thin blue 1px outline.","A brand-aligned focus ring (e.g. `ring-2 ring-brand-burgundy ring-offset-2`) on all focusable elements, sized 2-3px so it’s clearly visible.",Default UA outline is present (so a11y minimum is met) but visually clashing.,qa-harness/evidence/WE-20260527-061/,,likely_closed` (canonical: `WE-20260527-256`),2026-05-27T17:12:16.097929,,,
WE-20260527-062,2026-05-27T15:23:00Z,qa-visual,P2,medium,Wedding-Ease-Viva-Chat,"Wedding-Ease-Viva-Chat/src/components/sidebar/`, `src/components/AnalyticsConsent.tsx",/` with sidebar open,320x568` (iPhone SE 1st gen / very small screens),responsive,iPhone SE (320px) — sidebar Help link completely hidden behind consent banner; no scroll,"At 320x568 (still a real-world device size — iPhone SE 1st-gen), opening the sidebar shows: Feedback / Plans / Settings rows visible; then the consent banner sits directly over where the **Help** link would be, fully hiding it. Sidebar does not scroll independently of the banner, so user can never reach Help. The ""Get Responses Tailored To You"" footer card and Log In button are entirely below the…",1. Open `http://localhost:8081/` at 320x568 (iPhone SE / DevTools). 2. Open sidebar. 3. Observe Help / Log In nav items hidden behind the consent banner.,Either sidebar scrolls independently OR consent banner is dismissable inline and not fixed.,Help row and Login CTA covered. No way to reach them without dismissing the consent banner first.,qa-harness/evidence/WE-20260527-062/,fix-frontend,triaged,2026-05-27T17:01:27.221861,,,
WE-20260527-063,2026-05-27T15:23:00Z,qa-visual,P2,medium,Wedding-Ease-Viva-Chat,"Wedding-Ease-Viva-Chat/src/components/chat/ChatInput.tsx`, `src/components/chat/SuggestionChips.tsx",/,mobile` (375x812),responsive,Mobile chat input grows on long text and overlaps the suggestion-chip row above it,"When you type a long single line into the chat input on mobile, the textarea expands upwards (auto-grow) but the suggestion chip row above (""Engagement / Haldi / Mehendi / Sangeet"" with the ""Auto"" pill) does not lift out of the way. The textarea's expanded edge crowds the chip row — at certain heights the ""Auto"" mode pill is partially behind the textarea bevel.",1. Open `/` at 375x812. 2. Type ~80 characters of unbroken text into the input (mock data: see evidence). 3. Watch the textarea expand to ~3 lines. 4. Observe the chip row above sits at the same vertical position with no spacer.,"Either (a) chip row hides when textarea > 1 line, or (b) chip row shifts up to maintain spacing.",Layout cramps; chips and input visually merge.,qa-harness/evidence/WE-20260527-063/,fix-frontend,triaged,2026-05-27T15:55:43.830996,,,
WE-20260527-064,2026-05-27T15:23:00Z,qa-visual,P2,medium,Wedding-Ease-Viva-Chat,Wedding-Ease-Viva-Chat/src/components/WeddingEaseFloater.tsx` (positioning),/` desktop,desktop` (1280x800),visual,"Desktop — WeddingEaseFloater ""E"" icon sits on top of chat input's mic / send button","On the desktop landing page, the floater ""E"" circle (bottom-right) visually overlaps the chat input's rightmost icon (mic / `+`) — they live at nearly the same `bottom: 24px; right: 24px` slot. Users may click the floater when trying to press mic, or vice versa.","1. Open `http://localhost:8081/` at 1280x800. 2. Locate the chat input row near the bottom. 3. Observe the round ""E"" floater overlapping the bottom-right of the input bezel.",Floater is hidden on chat pages OR positioned away from the input row. App.tsx already gates `<GlobalFloater>` to non-chat routes — so this overlap is from a local floater render inside `Index.tsx`. …,Two affordances at the same screen coordinates — confusing pointer targets.,qa-harness/evidence/WE-20260527-064/,fix-frontend,triaged,2026-05-27T15:55:43.831439,,,
WE-20260527-065,2026-05-27T15:23:00Z,qa-visual,P3,low,Wedding-Ease-Viva-Chat,Wedding-Ease-Viva-Chat/src/pages/Help.tsx,/help,mobile` (375x812),responsive,"/help tab pills ""FAQ / Help"" + ""Support & Feedback"" force same width on mobile, truncating tab labels","On mobile, the FAQ / Help tab pill is visibly wider than its label requires while ""Support & Feedback"" is tight at the edges. Both pills look fine at desktop but the unequal padding contrast on mobile reads as a layout bug.","1. Open `/help` at 375x812. 2. Notice the visual imbalance between the two tab pills (FAQ pill is heavily padded, S&F pill is at the edge).","Either equal pill widths with centered labels, or pill widths proportional to label content + matching horizontal padding.",Unequal-padded pills. Mostly cosmetic.,qa-harness/evidence/WE-20260527-065/,fix-frontend,triaged,2026-05-27T15:55:43.831707,,,
WE-20260527-066,2026-05-27T15:23:00Z,qa-visual,P2,medium,Wedding-Ease-Viva-Chat,Wedding-Ease-Viva-Chat/src/components/settings/SettingsShell.tsx` (or wherever the `<DialogContent>` for Settings is mounted),/?settings=*` (all settings tabs),all,visual,"Settings dialog throws Radix a11y warning ""DialogContent requires a DialogTitle"" (12+ console hits per page load)","Loading the Settings dialog produces this Radix console warning: > `DialogContent` requires a `DialogTitle` for the component to be accessible for screen reader users. > If you want to hide the `DialogTitle`, you can wrap it with our VisuallyHidden component. 12 hits in one run across breakpoints — fires on every Settings open. Radix throws because the modal lacks a programmatically associated ti…",1. Open devtools console. 2. Visit `http://localhost:8081/?settings=ai-behavior`. 3. Observe 1-2 warnings per load (multiplied across breakpoints in QA = 12).,Add `<DialogTitle>` (with `<VisuallyHidden>` if we want it off-screen) inside the Settings `DialogContent`.,Title missing; screen readers don’t announce the dialog purpose; console noise.,qa-harness/evidence/WE-20260527-066/,fix-frontend,triaged,2026-05-27T15:55:43.832462,,,
WE-20260527-067,2026-05-27T15:23:00Z,qa-visual,P2,medium,Wedding-Ease-Viva-Chat,"Wedding-Ease-Viva-Chat/src/pages/SharedChat.tsx` (auth-gate fragment) or shared `Button variant=""secondary""","/chat/<unknown-thread-id>` (renders ""You cannot view this chat"" gate)",all,visual,"""Sign up"" button on shared-thread auth gate has near-zero contrast (cream-on-cream)","The ""You cannot view this chat"" empty state has a primary brown ""Login"" button (good contrast) followed by a secondary ""Sign up"" button rendered in **cream text on a cream background**. The button outline is barely visible; the label ""Sign up"" reads as ghosted/disabled, even though the button is fully active.","1. Visit `http://localhost:8081/chat/nonexistent-thread-id-12345` in incognito. 2. Observe the ""Login"" + ""Sign up"" stacked buttons. 3. The ""Sign up"" button label has insufficient contrast against its background.",The secondary button should still meet WCAG 4.5:1 (or 3:1 for large/UI text). Either darken the label text or add a visible border with sufficient contrast.,"Cream-on-cream pill, very low contrast — looks disabled.",qa-harness/evidence/WE-20260527-067/,fix-frontend,triaged,2026-05-27T15:55:43.832673,,,
WE-20260527-068,2026-05-27T15:23:00Z,qa-visual,P2,medium,Wedding-Ease-Viva-Chat,Wedding-Ease-Viva-Chat/src/pages/Login.tsx` (post-email step),/login` after entering an email,"mobile`, `desktop",visual,"Email login flow shows ""Welcome Back"" + password field for every email — no signup branch for new users","After entering any email and tapping ""Continue With Email"", the next step shows headline ""Welcome Back"" + ""Enter your password for `test@example.com`"" — even though this is a brand-new email that has never registered. The signup path is hidden behind a small ""Create an account"" link at the bottom-right of the form, not visually prominent. The functional bug (do we know the user exists?) is separa…","1. Open `/login` (incognito). 2. Type any email like `notarealuser@example.com`. 3. Tap ""Continue With Email"". 4. Page transitions to ""Welcome Back"" + password — but you’ve never logged in here.","Detect user existence first (server side) and split: existing -> ""Welcome Back"" + password; new -> ""Create your account"" + password (or magic link).","Single ""Welcome Back"" branch for everyone.",qa-harness/evidence/WE-20260527-068/,fix-frontend,triaged,2026-05-27T15:55:43.832876,,,
WE-20260527-069,2026-05-27T15:23:00Z,qa-visual,P3,low,Wedding-Ease-Viva-Chat,"Wedding-Ease-Viva-Chat/src/index.css` (anchor defaults), individual link components","/pricing`, `/help`, `/terms`, `/privacy` (anywhere with text links in body)",desktop` (hover only),visual,Inline links lack hover-state feedback (no color change / underline on hover),"Hovering inline anchor links — e.g. ""← Back to TheWeddingBot"" on `/pricing`, contact phone/email on `/help`, ""Terms of Service"" / ""Privacy Policy"" at the bottom of `/login` — produces no visible state change. No underline change, no color shift, no cursor effect beyond `cursor: pointer`. Users have to guess what is interactive.","1. Open `/pricing` at desktop. 2. Hover the ""Back to TheWeddingBot"" link in the top-left. 3. Compare with hover state on a button like ""Monthly"".",Inline anchors gain an underline on hover and/or a slightly darker brand color. Buttons get a clearer pressed/hover background.,No state delta on most inline anchors.,qa-harness/evidence/WE-20260527-069/,fix-frontend,triaged,2026-05-27T15:55:43.833066,,,
WE-20260527-070,2026-05-27T15:23:00Z,qa-visual,P2,medium,Wedding-Ease-Viva-Chat,Wedding-Ease-Viva-Chat/src/pages/Login.tsx` vs `Wedding-Ease-Viva-Chat/src/components/auth/SignInModal.tsx` (or wherever Settings invokes Sign In),"/login` vs `/?settings=*` → ""Sign in"" button",all,visual,"Two different sign-in surfaces exist — Settings modal (""Lets continue your story"") and /login page (""Welcome Back"")","The app has TWO different sign-in UIs depending on entry point: - `/login` (full page): ""Welcome Back"" headline, single email input → password-only second step; legalese footer + ""WHAT YOU GET"" benefits column on the right (desktop). - Settings → ""Sign in"" button (modal): ""WELCOME BACK"" eyebrow + ""Lets continue your story"" headline, Email / Phone tab switcher, both fields visible at once (Email +…","1. Visit `/login` — observe page A. 2. Visit `/?settings=ai-behavior` and tap ""Sign in"" — observe modal B. 3. Compare.",Single design (probably the modal one — it’s richer and shorter). Either redirect `/login` to the modal route or unify the components.,Two divergent surfaces. The modal even has phone-number auth which the `/login` page does not expose.,qa-harness/evidence/WE-20260527-070/,fix-frontend,triaged,2026-05-27T15:55:43.833334,,,
WE-20260527-071,2026-05-27T15:23:00Z,qa-visual,P3,low,Wedding-Ease-Viva-Chat,Wedding-Ease-Viva-Chat/src/pages/SharedNote.tsx,/shared/note/<bad-id>,"desktop` (worst), present at all sizes",visual,/shared/note/<invalid-id> renders empty-state floating in a sea of beige whitespace (no header / footer chrome),"When a shared-note URL is invalid, the page renders `Note not found / This note doesn’t exist or the link may be invalid. / Go to TheWeddingBot` centered in the middle of the page. There is no top branding bar, no footer, just empty cream space. On a 1280x800 viewport this looks like the page failed to load. Functionally fine; visually under-designed for an entry point that arrives via shared lin…",1. Open `http://localhost:8081/shared/note/foo-bar-baz` at 1280x800. 2. Observe empty cream void with a small centered card.,"Either add a top-of-page TheWeddingBot logo + back link (matching /payment/failure pattern) or expand the empty state with a brief ""What is TheWeddingBot?"" pitch.",Lone centered card on a near-blank page.,qa-harness/evidence/WE-20260527-071/,fix-frontend,triaged,2026-05-27T15:55:43.833590,,,
WE-20260527-072,2026-05-27T15:23:00Z,qa-visual,P3,low,Wedding-Ease-Viva-Chat,Wedding-Ease-Viva-Chat/src/pages/Pricing.tsx` (Pro tier card),/pricing,mobile` (375x812),visual,"Pricing ""MOST POPULAR"" eyebrow on the Pro card overlaps the top edge of the card on mobile","On mobile pricing scroll, the ""MOST POPULAR"" eyebrow ribbon on the Pro card visually sits half above and half below the card’s top edge. Looks like overlap was intended but the centering math is slightly off — the pill is biased downward inside the card by ~6px, breaking the symmetric ""ribbon hangs from top edge"" look that the design seems to call for.","1. Open `/pricing` at 375x812. 2. Scroll until the Pro card is visible. 3. Observe the ""MOST POPULAR"" eyebrow against the card top edge.","Pill is vertically centered on the card top edge (50% above, 50% below) OR sits fully above the card with a small gap.",Pill biased downward inside the card.,qa-harness/evidence/WE-20260527-072/,fix-frontend,triaged,2026-05-27T15:55:43.834496,,,
WE-20260527-073,2026-05-27T15:23:00Z,qa-visual,P2,medium,Wedding-Ease-Viva-Chat,Wedding-Ease-Viva-Chat/src/components/chat/GuestModeBanner.tsx` (or equivalent),/` (guest),mobile,responsive,Guest-Mode banner stack at top of chat (Guest Mode / Won't save / Sign in to save) takes ~10% of mobile viewport,"On mobile chat home, the guest-mode banner shows: ""Guest Mode — 10 messages remaining"" + a second line ""This chat won't be saved. Sign in to save your conversations."" Combined with the consent banner at the bottom, ~30% of vertical mobile space is consumed by chrome before any chat content shows. The hero ""The Wedding Bot"" + suggestion cards then have very little room.",1. Open `http://localhost:8081/` in guest mode at 375x812. 2. Count vertical space consumed by the top guest-mode notice + the bottom consent banner = ~30% of 812. 3. Hero + suggestion grid fits but only just.,"Collapse the guest-mode notice to a single thin pill (e.g. ""Guest · 10 left · Sign in""). Save vertical space.",Two-line pill consuming ~80px vertical on a 812-tall viewport.,qa-harness/evidence/WE-20260527-073/,fix-frontend,triaged,2026-05-27T17:01:07.599688,,,
WE-20260527-100,2026-05-27T10:30:00Z,qa-e2e-journeys,P1,high,Wedding-Ease-Viva-Chat,"src/components/AnalyticsConsent.tsx:42-67` (the consent `role=""dialog""` div has `z-[100]` and `fixed bottom-4` and covers the chat input area). Index page chat input at `src/components/chat/ChatInput.tsx:404-411`.","http://localhost:8081/` (landing, fresh browser context)",all` (verified at 1280x800; mobile is worse — see WE-20260527-050),e2e-flow,First-time guest user cannot click chat input — AnalyticsConsent dialog intercepts pointer events on landing,"Flow A step 3 (first-time guest → first chat) is broken end-to-end on the very first interaction. When a fresh browser context lands on `/`, the `AnalyticsConsent` dialog renders as a fixed modal at the bottom-center of the viewport with `z-[100]`. Although it is *visually* below the chat input, its rounded surface and surrounding clickable area sit on top of the input/composer such that Playwrig…","1. Open a fresh, incognito browser context. 2. Navigate to `http://localhost:8081/`. 3. Wait for landing UI to render fully (~2s). 4. Without scrolling or dismissing anything, click into the ""ask me anything"" textarea.","The textarea is immediately focusable on first click; consent dialog must not intercept pointer events targeting the chat composer (either dialog should not overlay the input, or its hit-area should …","The chat textarea is visible/enabled/stable per the DOM but `<div role=""dialog"" aria-label=""Analytics consent"">` subtree intercepts the pointer event. The click is consumed by the consent dialog's in…",qa-harness/evidence/WE-20260527-100/,fix-frontend` (via WE-20260527-050),in_review,2026-05-27T17:00:56.302355,https://github.com/MeghaPatel07/easeBot/pull/new/fix-WE-20260527-050` — fix shipped as part of WE-20260527-050 (pointer-events-none wrapper on the consent dialog),qa-harness/progress/WE-20260527-050/progress.html,
WE-20260527-150,2026-05-27,qa-harness,P0,P0,,AuthContext / chat header / sidebar / Index.tsx,,,state-sync,Display name doesn't sync to chat header / sidebar / planner / notes after Settings save (no F5),,"1. Sign in. 2. Open Settings → Account tab. 3. Change Display Name (e.g., ""Krish"" → ""Krishna""). 4. Click Save. Toast ""Profile updated"" appears. 5. Without reloading, look at: - Sidebar bottom (ChatSidebar.tsx line 502 — initials + name) - Profile menu dropdown (ProfileMenu.tsx line 177) - InvitePar…","All surfaces show ""Krishna"" within 1s.","- ProfileMenu shows ""Krishna"" (because it uses `useAccount()` which TanStack-invalidates). - Sidebar/InvitePartner/NotesView/ProfileIcon still show ""Krish"" until full reload.",,fix-state-data,in_review,2026-05-27T16:45:12.856502,,,
WE-20260527-151,2026-05-27,qa-harness,P1,P1,,useUsageStats / useTokenPool / ProfileMenu,,,state-sync,Tier badge in ProfileMenu can be stale by up to 60s after upgrade (refetchInterval-bound),,"1. Sign in as `free` tier user. 2. In Tab A, complete a PayU upgrade flow (or have backend bump `plan` to `pro`). 3. In Tab B (Profile menu open), watch the ""FREE/PRO/PRO MAX"" pill.","Pill flips to ""PRO"" within ~1s of backend confirmation.",- TokenPoolBar/useTokenPool depend on `useUsageStats` which has `refetchInterval: 60_000` and `staleTime: 30_000` (src/hooks/useUsageStats.ts:7-8). - `ProfileMenu` line 149 computes tier from `plan?.…,,fix-state-data,triaged,2026-05-27T15:55:43.836711,,,
WE-20260527-152,2026-05-27,qa-harness,P1,P1,,useUsageStats / TokenPoolBar,,,state-sync,Token usage meter lags actual usage by up to 60s (no per-message push),,"1. Open ProfileMenu (TokenPoolBar visible). 2. Send a message in chat. 3. Watch the ""Monthly tokens"" + ""Today"" bars.","After backend returns each chat response (which knows the token cost), the meter updates within ~1s.","- `useUsageStats` polls every 60s with `staleTime: 30_000`. No invalidate after a chat message completes. - The meter sits stale; user sends 5–10 messages without the bar moving. - A 402 (""quota_exce…",,fix-state-data,triaged,2026-05-27T15:55:43.837331,,,
WE-20260527-153,2026-05-27,qa-harness,P1,P1,,useChat / AuthContext / AiBehaviorTab,,,state-sync,Voice preset change doesn't update next TTS playback without reload (profile.voiceId stale),,"1. In Settings → AI Behavior, switch voice preset (e.g., ""Aria"" → ""Roger""). 2. Click Save. 3. Without reloading, request TTS playback on an assistant message in Chat.",New voice plays.,"- AiBehaviorTab line 191 calls `savePersonalization(user.uid, { voiceId })` — writes Firestore directly via `updateDoc`. - AuthContext does NOT subscribe to user doc with `onSnapshot`. So `profile.vo…",,fix-state-data,triaged,2026-05-27T16:45:22.062515,,,
WE-20260527-154,2026-05-27,qa-harness,P1,P1,,AiBehaviorTab / AuthContext / chat pipeline,,,state-sync,Tone settings change doesn't reflect in next AI response without reload (toneSettings stale),,"1. Settings → AI Behavior → drag ""Warm"" from 50 → 100, save. 2. Without reloading, send a chat message.",Backend receives new toneSettings; response feels warmer.,- `savePersonalization` writes `toneSettings` directly to Firestore via `updateDoc` (settingsService.ts:9). - AuthContext profile is one-shot getDoc — never refreshes. - Any chat-send pipeline that r…,,fix-state-data,triaged,2026-05-27T16:45:28.047783,,,
WE-20260527-155,2026-05-27,qa-harness,P1,P1,,useChat,,,state-sync,Liked-messages view is loaded once on login; new likes/unlikes don't update sidebar count or Liked view,,"1. Sign in. 2. Note ""Liked"" badge count in sidebar (ChatSidebar.tsx:354 uses `allLikedMessagesCount`). 3. In chat, click thumbs-up to like an assistant message. 4. Watch sidebar badge + Liked view.",Badge increments immediately; Liked view shows the new message.,- `useChat.ts` lines 215-255: `allLikedMessages` is fetched with `getDocs` ONCE keyed on `user?.uid`. Never re-runs unless user logs out and back in. - Likes happen via `toggleLikeMessage` (chatServi…,,fix-state-data,triaged,2026-05-27T15:55:43.839842,,,
WE-20260527-156,2026-05-27,qa-harness,P1,P1,,AuthContext / useAccount / theme / settings,,,state-sync,Cross-tab sync — none of the user-profile mutations broadcast to other tabs,,"1. Open two tabs in the same browser context, same user signed in. 2. Tab A — Settings → change Display Name, save. 3. Tab B — observe sidebar / profile menu / chat header.",Tab B updates within ~1s.,"Tab B never updates until you reload it. Reasons: - No `BroadcastChannel`, no `window.addEventListener('storage', …)`, no Firestore `onSnapshot` on the user doc. Confirmed by grep: `BroadcastChannel`…",,fix-state-data,triaged,2026-05-27T15:55:43.840587,,,
WE-20260527-157,2026-05-27,qa-harness,P2,P2,,ThemeContext,,,state-sync,Theme toggle in one tab doesn't update other open tabs,,1. Open two tabs. 2. Tab A — toggle dark → light (top-bar ThemeToggle). 3. Tab B — observe.,Tab B re-applies the same theme. Pages match.,"- ThemeContext writes localStorage (line 112), persists to backend (line 118) but does NOT add a `window.addEventListener('storage', …)`. - The boot script in index.html only fires once on initial do…",,fix-state-data,triaged,2026-05-27T15:55:43.841253,,,
WE-20260527-158,2026-05-27,qa-harness,P1,P1,,PersonalizationTab / useChat / AuthContext,,,state-sync,"Personalization ""About you"" + ""responseStyle"" save uses useAccount, but profile from AuthContext is stale — system prompt may use old values",,"1. Settings → Personalization → edit ""About me"" textarea + Response Style. Save. 2. Without reloading, send a chat message.","Backend receives new ""about"" + responseStyle as system prompt context.","- PersonalizationTab line 136 calls `useAccount.updateProfile(...)` → invalidates `['account','me']` (useAccount.ts:86). - However, useChat (and most consumers downstream of `useAuth`) read `profile.…",,fix-state-data,triaged,2026-05-27T16:45:34.361671,,,
WE-20260527-159,2026-05-27,qa-harness,P1,P1,,AccountTab / AuthContext / NotesView,,,state-sync,Email change in Settings doesn't update sidebar / profile menu / NotesView (passes profile.email from stale AuthContext),,"1. Phone-based account: Settings → change display email via `updateProfile({ email })` (AccountTab line 261). 2. Watch profile menu (line 180 — `profile.email`), NotesView (Index.tsx:1350 passes `profile.email`), InvitePartner (line 1349).",All surfaces show new email within ~1s.,- ProfileMenu uses `useAccount.profile` — DOES update. - NotesView/InvitePartner use `useAuth().profile.email` — STALE until reload.,,fix-state-data,triaged,2026-05-27T16:45:39.576235,,,
WE-20260527-160,2026-05-27,qa-harness,P2,P2,,ChatHeader / AuthContext / STT,,,state-sync,Preferred-language change in chat header does not propagate to STT system prompts unless useChat reads from AuthContext (stale),,"1. ChatHeader → click globe → switch language EN → HI. 2. Without reload, click mic / use voice input.",STT uses new language.,- `updatePreferredLanguage` (authService:44 import) writes Firestore via the legacy authService path. - AuthContext does not subscribe — `profile.preferredLanguage` stays stale. - STT call site (anyw…,,fix-state-data,triaged,2026-05-27T16:45:44.686158,,,
WE-20260527-161,2026-05-27,qa-harness,P2,P2,,useAccount,,,state-sync,useAccount staleTime 30s — TokenPoolBar (and any other component using useAccount) lags real-time backend changes by up to 30s,,1. Open dashboard. 2. Backend admin tool / Firestore console — bump user's plan tier (free → pro). 3. Wait. Watch ProfileMenu's plan pill.,Pill flips within seconds.,"- `useAccount.staleTime: 30_000` — TanStack will not refetch for up to 30 seconds even if a window-focus event happens within stale window. - If user is staring at the same window, the next refetch h…",,fix-state-data,triaged,2026-05-27T16:45:51.124775,,,
WE-20260527-162,2026-05-27,qa-harness,P2,P2,,ThemeContext / useAccount,,,state-sync,Theme toggle saves to backend fire-and-forget but doesn't invalidate useAccount — preferences stale until full reload,,1. Sign in. 2. Theme toggle → dark. 3. Open Settings → Appearance tab.,"Settings page shows ""Dark"" selected.","- ThemeContext line 118 calls `patchAccountPreferences(merged)` directly bypassing `useAccount.updatePreferences` (which would invalidate). - TanStack cache for `['account','me']` is NOT invalidated.…",,fix-state-data,triaged,2026-05-27T15:55:43.843224,,,
WE-20260527-163,2026-05-27,qa-harness,P1,P1,,ChatHeader.ProfileIcon / ProfileMenu / AccountTab,,,state-sync,profile.avatarUrl / photo — no avatar update path; ProfileIcon avatar fallback never refreshes from Firestore,,"1. (If avatar upload is wired) Settings → Account → change avatar. 2. Watch ChatHeader.ProfileIcon avatar, ProfileMenu avatar, ChatSidebar bottom-left avatar.",All update within ~1s.,"- `ChatHeader.ProfileIcon` (line 87) hardcodes `<AvatarImage src="""" alt=""Profile"" />` — fallback only. - ProfileMenu line 171 only ever renders `AvatarFallback` initials — no image. - AccountTab line…",,fix-state-data,triaged,2026-05-27T16:45:57.706074,,,
WE-20260527-164,2026-05-27,qa-harness,P2,P2,,useChat / likedProductsService,,,state-sync,Liked products fetched once with subscribeToLikedProducts but no graceful handling of cross-tab race when 2 tabs like the same product simultaneously,,1. Open same chat in two tabs. 2. Tab A — like a product card. 3. Tab B — view same product card; like it.,The product is liked once. Both tabs converge to the same set.,"- `useChat` line 260 subscribes via `subscribeToLikedProducts(user.uid, setLikedProducts)`. Good — that's a Firestore listener. - Toggle path lines 270-278 doesn't optimistically update; the round-tr…",,fix-state-data,triaged,2026-05-27T15:55:43.843899,,,
WE-20260527-165,2026-05-27,qa-harness,P2,P2,,chat mode selector,,,state-sync,Active mode (chat/planner/image) is local React state; not synced across tabs even though sent messages should appear in both,,"1. Open same chat in Tab A and Tab B. 2. Tab A — switch mode from ""chat"" → ""image"". 3. Tab B — observe input placeholder / send button icon.",Tab B reflects the same mode (or at minimum doesn't show conflicting state when a message is sent and arrives via Firestore listener).,"- Mode is local React state in chat header components. No Firestore field, no broadcast. - When Tab A sends an image-mode message, Tab B receives the message via `subscribeToMessages` (chatService.ts…",,fix-state-data,triaged,2026-05-27T15:55:43.844397,,,
WE-20260527-166,2026-05-27,qa-harness,P2,P2,,onboarding / useAccount,,,state-sync,Onboarding status — first-chat flag set on backend but next visit may still show onboarding modal (no invalidate after first message),,"1. Sign up as new user. 2. Send first chat message. 3. Without reload, navigate to another route or trigger the onboarding gate check.",Onboarding considered complete.,"- Backend marks onboarding complete on first message. Frontend `profile.onboardingComplete` (or equivalent) lives in AuthContext. - AuthContext doesn't subscribe; staying on the session, the field re…",,fix-state-data,triaged,2026-05-27T16:46:03.646500,,,
WE-20260527-167,2026-05-27,qa-harness,P2,P2,,AccountTab,,,state-sync,Phone E.164 split fields (phoneCountryCode/phoneNational) updated via mutation but useEffect deps may rollback to derivedPhone on outside profile refresh,,"1. Settings → Account → change phone country code or national number, save. 2. Stay on page. 3. Trigger any external profile change (e.g., open another component that triggers `useAccount` refetch).",Local form keeps the user's just-saved value.,"- AccountTab line 154-159 useEffect resets local state from `profile?.uid, profile?.name, profile?.nickname, derivedPhone.cc, derivedPhone.nat` whenever profile changes. - If profile updates partiall…",,fix-state-data,triaged,2026-05-27T15:55:43.844976,,,
